Kimon Loghi,Impressionism,Biarritz,10984.jpg
Diego Velazquez,Baroque,Portrait of Don Luis de Gongora y Argote,103024.jpg
Ferdinand Hodler,Art Nouveau (Modern),Night,12111.jpg
Edgar Degas,Impressionism,Ballet Scene from Robert la Diable (detail),80074.jpg
Charles Rennie Mackintosh,Art Nouveau (Modern),Spurge With Yham ,9580.jpg
James Tissot,Realism,Men or Women of the Day No.310 Caricature of The Duke of Saldanha,75506.jpg
James Tissot,Realism,Men of the Day No.580 Caricature of Mr.Thomas Mayne Reid,62960.jpg
James Tissot,Realism,The Circle of the Rue Royale,82959.jpg
William Hogarth,Baroque,The Laughing Audience (or A Pleased Audience),30474.jpg
Ivan Bilibin,Art Nouveau (Modern),Illustration for Alexander Pushkin's 'Fairytale of the Tsar Saltan',59926.jpg
Cornelis Vreedenburgh,Impressionism,A Peasant in a Moored Barge,31811.jpg
Rembrandt,Baroque,Woman in bed,95687.jpg
John Ruskin,Romanticism,Mountain Rock and Alpine Rose ,9704.jpg
William Turner,Romanticism,The Lake Geneva seen from Montreux ,42934.jpg
Paul Revere,Rococo,Mme Clairon  ,44535.jpg
Margareta Sterian,Expressionism,Sunset in Delta,6512.jpg
Theophile Steinlen,Art Nouveau (Modern),Little Girl With Cat ,35599.jpg
James Tissot,Realism,Statesmen No.660 Caricature of Count von Bismarck Schoenausen,2866.jpg
Mikalojus Ciurlionis,Symbolism,Fairy Tale II,60858.jpg
James Tissot,Realism,Men or Women of the Day No.300 Caricature of Don Manuel Rances-y-Villanueva,87440.jpg
Ivan Bilibin,Art Nouveau (Modern),Poster of Exhibition,33155.jpg
Gustav Klimt,Art Nouveau (Modern),"Kneeling Male Nude With Sprawled Out Arms, Male Torso",42830.jpg
William Hogarth,Rococo,Frontispiece and its explanation (Hurdibras),83095.jpg
Wifredo Lam,Surrealism,Croiseur Noir,25029.jpg
Margareta Sterian,Expressionism,Dream Jungle,25327.jpg
Koloman Moser,Art Nouveau (Modern),Poster for Felix Salzens Jung Wiener Theatre with lieben Augustin,80225.jpg
Eustache Le Sueur,Baroque,Bacchus and Ariadne ,22027.jpg
Theophile Steinlen,Realism,Still Life With Anemones ,41580.jpg
James Tissot,Realism,Statesmen No.920 Caricature of the Rt Hon Russell Gurney,98774.jpg
William Hogarth,Rococo,Characters and Caricaturas,12817.jpg
James Tissot,Realism,Statesmen No.940 Caricature of Alderman Andrew Lusk M.P.,9222.jpg
Pierre-Paul Prud'hon,Romanticism,Psyche transported to Heaven,60902.jpg
Paul Revere,Rococo,Mitred Minuet  ,92169.jpg
Jacob Jordaens,Baroque,Portrait of the Rogier Witer,84500.jpg
James Tissot,Realism,Statesmen No.930 Caricature of The Duke of Rutland,63167.jpg
Jacob Jordaens,Baroque,Marsyas Flayed by Apollo,102153.jpg
Ferdinand Hodler,Post-Impressionism,A View of Lake Brienz from Bodeli,1034.jpg
Jacob Jordaens,Baroque,Portrait of Jordaens family,13363.jpg
Mikhail Vrubel,Art Nouveau (Modern),Princess Reverie,23684.jpg
Ferdinand Hodler,Art Nouveau (Modern),"Student, appealing his tunic ",46355.jpg
Vincent van Gogh,Post-Impressionism,Still Life with Basket of Apples (to Lucien Pissarro),5202.jpg
Paul Delvaux,Surrealism,Chrysis ,90551.jpg
Vladimir Borovikovsky,Rococo,Ekaterina Davydova,14420.jpg
Jacob Jordaens,Baroque,Portrait of a lady sitting in a chair,103172.jpg
William Hogarth,Baroque,The Chorus,66482.jpg
James Tissot,Realism,The Return from the Boating Trip,13857.jpg
Jean-Baptiste-Simeon Chardin,Rococo,not dtected,82437.jpg
Theophile Steinlen,Realism,Nude woman sitting on the bed,36620.jpg
Claude Monet,Impressionism,Jeanne-Marguerite Lecadre in the Garden,32232.jpg
Jacob Jordaens,Baroque,Portrait of Catharina Behaghel,4975.jpg
Frans Hals,Baroque,Young man with a Skull,66119.jpg
John Constable,Romanticism,Flowers in a glass vase,76616.jpg
Anita Malfatti,Expressionism,O Farol,83932.jpg
Vincent van Gogh,Post-Impressionism,Wheat Field with a Lark,70528.jpg
Jacob Jordaens,Baroque,Binding of Isaac,53848.jpg
James Tissot,Realism,Statesmen No.12,54231.jpg
Koloman Moser,Art Nouveau (Modern),Early spring. Illustration to a poem by Rainer Maria Rilke.,58984.jpg
Sir Lawrence Alma-Tadema,Romanticism,God Speed!,58963.jpg
James Tissot,Realism,Statesmen No.1310 Caricature of Sir Francis Goldsmid M.P.,45246.jpg
Ferdinand Hodler,Symbolism,"Lake Thun, Symmetric reflection",45046.jpg
Anders Zorn,Realism,Bust,56812.jpg
Jury Annenkov,Expressionism,Hommage a Modigliani [Nude] ,63049.jpg
Rudolf von Alt,Romanticism,The Town Hall in Mödling,41174.jpg
Diego Velazquez,Baroque,The Waterseller of Seville,62197.jpg
Vincent van Gogh,Post-Impressionism,Still Life with Basket of Apples,25303.jpg
Theophile Steinlen,Art Nouveau (Modern),Flowers ,31071.jpg
Thomas Eakins,Realism,A Street Scene in Sevilla ,53000.jpg
Ferdinand Hodler,Art Nouveau (Modern),Self-portrait,48922.jpg
Edgar Degas,Impressionism,Rider in a Red Coat,43916.jpg
Marcus Larson,Romanticism,Nocturnal voyage,101092.jpg
Paul Cezanne,Romanticism,Preparation for the Funeral,57010.jpg
Robert Julian Onderdonk,Impressionism,Late Afternoon,96548.jpg
James Tissot,Impressionism,On the Thames,60222.jpg
Abraham Manievich,Expressionism,Autumn Day,81554.jpg
Honore Daumier,Realism,The Thieves and the Donkey,75568.jpg
Claude Monet,Impressionism,Poplars at Giverny,39796.jpg
Margareta Sterian,Expressionism,The Red Car,36186.jpg
Ivan Bilibin,Art Nouveau (Modern),Illustration for Alexander Pushkin's 'Fairytale of the Tsar Saltan',49796.jpg
Claude Monet,Impressionism,Olive Tree Wood in the Moreno Garden,98339.jpg
Paula Modersohn-Becker,Expressionism,Sand pit,82312.jpg
Boris Kustodiev,Art Nouveau (Modern),Portrait of Fyodor Chaliapin  ,29122.jpg
Theophile Steinlen,Realism,Montmartre Windmills ,46118.jpg
Peter Paul Rubens,Baroque,The Death of Seneca,629.jpg
Odilon Redon,Symbolism,Head of Orpheus on the Water or The Mystic,61405.jpg
Dumitru Ghiatza,Post-Impressionism,Roses,47239.jpg
Giuseppe de Nittis,Impressionism,A Roman Aqueduct,41321.jpg
Ferdinand Hodler,Realism,Tree on the Lake of Brienz near Bödeli,47451.jpg
Theophile Steinlen,Realism,Massaida on the Divan  ,47446.jpg
Pieter de Hooch,Baroque,Going for the Walk,36465.jpg
Eugene Boudin,Impressionism,Atlantic coast near Benerville,88159.jpg
James Tissot,Realism,Statesmen No.910 Caricature of Mr John Locke M.P.,33830.jpg
Johan Hendrik Weissenbruch,Realism,Forest View near Barbizon,9397.jpg
Jacob Jordaens,Baroque,"As the Old Sang, So the young Pipe",45966.jpg
Thomas Eakins,Realism,Sketch of an interior,44550.jpg
Paula Modersohn-Becker,Expressionism,Self portrait with red flower wreath and chain,19152.jpg
Jacob Jordaens,Baroque,Adoration of the Shepherds,86918.jpg
John Singer Sargent,Realism,Miss Ellen Terry as Lady Macbeth,100510.jpg
John Singer Sargent,Realism,A Street in Venice ,74380.jpg
Kimon Loghi,Post-Impressionism,Boats on the Shore,11105.jpg
Marcelino Vespeira,Surrealism,Cadavre Exquis (Surrealist Group Collective Work),78215.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the fairytale ""Fox-sister""",84915.jpg
Edouard Manet,Impressionism,Embarkation after Folkestone,50393.jpg
Johan Hendrik Weissenbruch,Realism,Stalinterieur,59216.jpg
Vasily Tropinin,Romanticism,Portrait of General AI Gorchakov,80249.jpg
Vincent van Gogh,Post-Impressionism,Restaurant de la Sirene at Asnieres,21498.jpg
Alfred Stevens,Romanticism,Young woman with the red umbrella by the sea,62790.jpg
Henri Fantin-Latour,Realism,Charlotte Dubourg,78401.jpg
Gustav Klimt,Art Nouveau (Modern),Country Garden with Sunflowers,37871.jpg
Diego Velazquez,Baroque,Christ on the Cross,10689.jpg
Edgar Degas,Impressionism,Singer with a glove,16846.jpg
Gustav Klimt,Art Nouveau (Modern),Avenue of Schloss Kammer Park,41001.jpg
Koloman Moser,Art Nouveau (Modern),Loneliness,18231.jpg
Paula Modersohn-Becker,Expressionism,Sand pit at Weyersberg,19345.jpg
Claude Monet,Impressionism,"Saint-Lazare Station, Exterior View",80182.jpg
Raphael Kirchner,Art Nouveau (Modern),New York Tribune,28336.jpg
Theophile Steinlen,Realism,Permissionaire tenant une canne,54721.jpg
Paul Revere,Rococo,Bees ,61894.jpg
Vincent van Gogh,Post-Impressionism,Arles View from the Wheat Fields,14872.jpg
Anita Malfatti,Expressionism,A Ventania,26247.jpg
Theophile Steinlen,Realism,Les Refugies de la Meuse  ,51337.jpg
William Blake,Symbolism,The Youthful Poet`s Dream,74556.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the epic ""Volga""",102505.jpg
Gustav Klimt,Art Nouveau (Modern),Apple Tree II,5548.jpg
Paul Delvaux,Surrealism,All the lights ,86798.jpg
Vincent van Gogh,Post-Impressionism,A Lane near Arles,73970.jpg
Margareta Sterian,Expressionism,Further,70980.jpg
John William Waterhouse,Romanticism,Maidens picking Flowers by a Stream,77347.jpg
Gustave Moreau,Symbolism,Thracian Girl Carrying the Head of Orpheus,46715.jpg
Koloman Moser,Art Nouveau (Modern),November,101602.jpg
Vincent van Gogh,Post-Impressionism,"Vase with Lilacs, Daisies and Anemones",41943.jpg
Rudolf von Alt,Romanticism,View of Ischl,61378.jpg
Pierre Puvis de Chavannes,Symbolism,Young Girls by the Sea,2195.jpg
Honore Daumier,Realism,Couples Singers,67813.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the epic ""Dobrynya Nikitich and Zmey Gorynych""",30622.jpg
Thomas Eakins,Impressionism,Negro boy on a bay horse,56523.jpg
Pierre Puvis de Chavannes,Symbolism,Mary Magdalene in the Desert,73572.jpg
John Singer Sargent,Realism,Studies of Aphrodite for Aphrodite and Eros,55279.jpg
August Macke,Expressionism,Portrait of the artist's wife with a hat,89540.jpg
Koloman Moser,Art Nouveau (Modern),Animal motif for a picture book,53281.jpg
Theophile Steinlen,Realism,La Poilue ,74984.jpg
Diego Velazquez,Baroque,Las Meninas,8750.jpg
Mary Cassatt,Impressionism,The Child`s Caress,43820.jpg
Ivan Bilibin,Art Nouveau (Modern),"Prince Ivan and the Firebird, illustration for the Russian Fairy Story 'The Firebird'",79489.jpg
Jacob Jordaens,Baroque,Govaert van Surpele and his wife,33770.jpg
Anita Malfatti,Expressionism,A Onda,101213.jpg
Vincent van Gogh,Realism,Portrait of Woman in Blue,101270.jpg
Thomas Eakins,Realism,Perspective Drawing for Hunting,33917.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the epic ""Ilya Muromets and Svyatogor"" ",39259.jpg
Pierre Puvis de Chavannes,Symbolism,The Birds,22705.jpg
Paul Revere,Rococo,"The Bloody Massacre in King-Street, March 5, 1770 ",2835.jpg
Ivan Bilibin,Art Nouveau (Modern),"Sketches of scenery for Aleksey Verstovsky's Askold's Grave, Mikhail Glinka's Ruslan and Ludmilla, Sadko by Nikolai Rimsky-Korsakov",94070.jpg
Adriaen Brouwer,Baroque,Inn with drunken peasants,65400.jpg
Vincent van Gogh,Post-Impressionism,Entrance to a Quarry,102168.jpg
Theophile Steinlen,Realism,Proletarians ,18949.jpg
Antoine Pesne,Baroque,Portrait of the crown prince Friedrich Ludwig of Württemberg and his wife Henriette Marie of Brandenburg Schwedt,96184.jpg
Koloman Moser,Art Nouveau (Modern),Animal motif for a picture book,66064.jpg
Dumitru Ghiatza,Post-Impressionism,Landscape from Balcic,55401.jpg
Vincent van Gogh,Post-Impressionism,Dr. Paul Gachet,26594.jpg
Ivan Bilibin,Art Nouveau (Modern),Illustration for the magazine Art Treasures of Russia,28595.jpg
John Henry Twachtman,Impressionism,A Summer Day,67335.jpg
Vincent van Gogh,Post-Impressionism,Portrait of a Woman with a Red Ribbon,36628.jpg
Bernardo Strozzi,Baroque,St. Peter Cures the Lame Beggar,31379.jpg
Frans Hals,Baroque,Singing Boy with a Flute,63787.jpg
William Holman Hunt,Romanticism,Cornfield at Ewell,67291.jpg
Edward Burne-Jones,Romanticism,The Soul Attains,8060.jpg
Vincent van Gogh,Post-Impressionism,Marguerite Gachet at the Piano,98413.jpg
Esaias van de Velde,Baroque,"Hall with the parable of Lazarus and the rich man (Luke 16, 19 21)",38610.jpg
Martin Johnson Heade,Romanticism,Orchid and Hummingbird,56120.jpg
Anders Zorn,Realism,Cabin,59517.jpg
Jacob Jordaens,Baroque,Self-Portrait,90451.jpg
Koloman Moser,Art Nouveau (Modern),Design for the fabric,9728.jpg
Honore Daumier,Realism,The Laundress,64278.jpg
Ivan Bilibin,Art Nouveau (Modern),"Underwater. Illustration for the epic ""Volga""",44836.jpg
Edward Burne-Jones,Romanticism,The Hand Refrains,17401.jpg
Antoine Pesne,Baroque,Family Portrait of Baron von Erlach,94637.jpg
Koloman Moser,Symbolism,Reclining Female Nude (Mileva Roller),41948.jpg
Honore Daumier,Impressionism,Don Quixote and Sancho Pansa,82759.jpg
N.C. Wyeth,Romanticism,Cover of The Boy's King Arthur,63168.jpg
Vincent van Gogh,Post-Impressionism,Self-Portrait,20881.jpg
Vincent van Gogh,Post-Impressionism,Trees and Undergrowth,5063.jpg
Rudolf von Alt,Romanticism,The St. Nicholas Church in Gastein,1309.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the epic ""Volga and Mikula""",92609.jpg
Jacques Stella,Baroque,Infant St. John the Baptist,65889.jpg
Vincent van Gogh,Post-Impressionism,A Pair of Leather Clogs,47589.jpg
James Tissot,Realism,The Return of the Prodigal Son,85980.jpg
Guido Reni,Baroque,St. Peter and St. Paul,85934.jpg
Camille Corot,Romanticism,La Zingara,38023.jpg
Giovanni Boldini,Impressionism,Young woman's head on a pink background,39698.jpg
James Tissot,Realism,Young Ladies Looking at Japanese Objects,10494.jpg
Jean-Baptiste-Simeon Chardin,Baroque,The kitchen maid,13908.jpg
Paul Cezanne,Post-Impressionism,The farm of Bellevue,253.jpg
Sven Jonson,Surrealism,Nattlig strand,5782.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the Russian Fairy Story ""Feather Of Finist Falcon""",57635.jpg
Vincent van Gogh,Realism,Reaper,78696.jpg
Edgar Degas,Impressionism,The Savoy Girl,39095.jpg
Alfred Stevens,Romanticism,The widow,18717.jpg
Vincent van Gogh,Realism,Peasant Woman Lifting Potatoes ,35744.jpg
Francesco Hayez,Romanticism,Family portrait,16082.jpg
Nicholas Roerich,Art Nouveau (Modern),Intercession of the Theotokos,58858.jpg
George Frederick Watts,Symbolism,Jonah,47143.jpg
Anton Melbye,Romanticism,Ships at sea,44.jpg
Jacob Jordaens,Baroque,Prometheus Bound,102173.jpg
Gustav Klimt,Art Nouveau (Modern),"Emilie Flöge, Aged 17",25035.jpg
Caspar David Friedrich,Romanticism,Sea beach with fisherman (The fisherman),30812.jpg
Southwest Texas,Impressionism,In the Hills,46479.jpg
Gustave Courbet,Realism,Paysage Guyere,79338.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the Russian Fairy Story ""The Frog Princess""",83892.jpg
Gustav Klimt,Art Nouveau (Modern),Baby,51506.jpg
Edwin Henry Landseer,Romanticism,"General Phipps, Mrs.Norton and 2nd Baron Alvanley at the theatre",98043.jpg
Mary Cassatt,Impressionism,Elsie in a Blue Chair,88956.jpg
Vincent van Gogh,Realism,Digger in a Potato Field: February,23522.jpg
Honore Daumier,Realism,The Painter at His Easel,70693.jpg
Rembrandt,Baroque,Healing of Peter`s Mother in law,26609.jpg
Jean Paul Lemieux,Expressionism,L’Orpheline,27879.jpg
Edgar Degas,Impressionism,A Cotton Office in New Orleans,27765.jpg
William Blake,Symbolism,The Red Dragon and the Woman Clothed with the Sun,58132.jpg
John Ruskin,Romanticism,"Rochers de Lanfon, Lake Annecy ",72887.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the epic ""Volga and Mikula""",18863.jpg
Felicien Rops,Symbolism,The Cold Devils,58436.jpg
Jacob Jordaens,Baroque,Adoration of the Shepherds,10152.jpg
Vincent van Gogh,Post-Impressionism,Roadway with Underpass The Viaduct,61440.jpg
Paul Cezanne,Post-Impressionism,The Great Pine,40642.jpg
Cornelis de Vos,Baroque,Family Portrait,10311.jpg
Paul Cezanne,Post-Impressionism,Still Life with Flowers and Fruit,98124.jpg
Jacob Jordaens,Baroque,Adoration of the Magi,73829.jpg
Vincent van Gogh,Post-Impressionism,Plaster Statuette of a Horse,31928.jpg
Diego Velazquez,Baroque,The Infanta Maria Marguerita in Pink,89317.jpg
Amedeo Modigliani,Expressionism,Portrait of Monsieur Lepoutre,81931.jpg
Anita Malfatti,Post-Impressionism,Porto de Mônaco,26839.jpg
Vincent van Gogh,Post-Impressionism,Vineyards with a View of Auvers,40012.jpg
Francesco Hayez,Romanticism,The last kiss of Romeo and Juliet,27300.jpg
Adriaen Brouwer,Baroque,The Schlachtfest,54976.jpg
John Ruskin,Romanticism,Kingfisher,42276.jpg
Camille Corot,Realism,Woman Reading in a Landscape,45948.jpg
Jacob Jordaens,Baroque,Christ Carrying the Cross,868.jpg
Vase with Fourteen Sunflowers,Post-Impressionism,Still Life,71477.jpg
Rudolf von Alt,Romanticism,The Cathedral of Capri,14898.jpg
Claude Monet,Impressionism,Etretat the Aval Door Fishing Boats Leaving the Harbour,72196.jpg
Guido Reni,Baroque,The purification of the Virgin,42215.jpg
John Bauer,Art Nouveau (Modern),The Man Who Walked Among Gnom,37729.jpg
Vincent van Gogh,Post-Impressionism,Zouave,71371.jpg
Vincent van Gogh,Post-Impressionism,Old Man in Sorrow (On the Threshold of Eternity),71349.jpg
Vincent van Gogh,Post-Impressionism,Field of Spring Wheat at Sunrise,18464.jpg
Thomas Eakins,Realism,Drawing of a Workman ,23592.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the poem ""The Tale of the Fisherman and the Fish"" by Alexander Pushkin",70563.jpg
Octav Angheluta,Impressionism,Versailles,54240.jpg
Giuseppe de Nittis,Impressionism,Presso al lago,97088.jpg
Francisco Goya,Romanticism,Stiffened,52061.jpg
Vincent van Gogh,Post-Impressionism,"The Good Samaritan, after Delacroix",32044.jpg
Francesco Hayez,Romanticism,Venetian women,18648.jpg
Francisco Goya,Romanticism,Absurdity funeral,32176.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the Russian Fairy Story ""Salt""",29138.jpg
Paul Delvaux,Expressionism,For the Brussels Luxembourg Station ,65748.jpg
Ilya Repin,Realism,"Portrait of the pianist, conductor and composer Anton Grigorievich Rubinstein",52132.jpg
Rembrandt,Baroque,Maria Trip,85122.jpg
Felicien Rops,Symbolism,Pornocrates,60586.jpg
James Tissot,Realism,A Widow,10660.jpg
Alexey Venetsianov,Realism,A Peasant girl from Tver,53720.jpg
George Frederick Watts,Romanticism,Dame (Alice) Ellen Terry,19820.jpg
Edgar Degas,Impressionism,Two Laundresses and a Horse,18446.jpg
Johannes Sveinsson Kjarval,Expressionism,unknown title,58748.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the fairytale ""Magic Carpet""",82460.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the epic ""Exile Khan Batygi""",9433.jpg
Francesco Hayez,Romanticism,Ruth,53888.jpg
Paul Revere,Rococo,History of Lauretta ,95538.jpg
Jean-Baptiste-Simeon Chardin,Rococo,Boy with a Top,56618.jpg
Aubrey Beardsley,Art Nouveau (Modern),"The Story of Venus and Tannhaeuse, frontispiece",76785.jpg
John Singer Sargent,Realism,Miss Frances Sherborne Ridley Watts,9080.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the epic ""Duke Stepanovich""",36207.jpg
Arnold Böcklin,Romanticism,At Alban Hills,1085.jpg
Jester,Art Nouveau (Modern),"Costume design for ""Venetian madmen""",22448.jpg
Vincent van Gogh,Post-Impressionism,Still Life with Lemons on a Plate,56913.jpg
Vincent van Gogh,Realism,Self-Portrait,84517.jpg
Vincent van Gogh,Realism,Soup Distribution in a Public Soup Kitchen,59409.jpg
Jacob Jordaens,Baroque,The Apotheosis of Aeneas,29811.jpg
Thomas Eakins,Realism,Study of a Leg ,14978.jpg
Rudolf von Alt,Romanticism,Trautson Palace in Vienna,42589.jpg
Kimon Loghi,Impressionism,The Carnations,67032.jpg
Le Nain brothers,Baroque,Birth of the Virgin,11174.jpg
Vincent van Gogh,Post-Impressionism,Two Cut Sunflowers,39599.jpg
Konstantin Yuon,Realism,August Evening. Last Ray. Ligachevo,89174.jpg
Vincent van Gogh,Realism,Seated Male Nude Seen from the Back,27683.jpg
Edgar Degas,Realism,The Belleli Family,10230.jpg
Claude Monet,Impressionism,Fishing on the River Epte,80842.jpg
Koloman Moser,Symbolism,The Frog King,2140.jpg
